symbol,date,amount,data,formatted_date,type
1023.KL,1380502800,0.1282,0.1282,2013-09-30,DIVIDEND
1023.KL,1395622800,0.1033,0.1033,2014-03-24,DIVIDEND
1023.KL,1411693200,0.1,0.1,2014-09-26,DIVIDEND
1023.KL,1427418000,0.05,0.05,2015-03-27,DIVIDEND
1023.KL,1442797200,0.03,0.03,2015-09-21,DIVIDEND
1023.KL,1458781200,0.11,0.11,2016-03-24,DIVIDEND
1023.KL,1474938000,0.08,0.08,2016-09-27,DIVIDEND
1023.KL,1490662800,0.12,0.12,2017-03-28,DIVIDEND
1023.KL,1507597200,0.13,0.13,2017-10-10,DIVIDEND
1058.KL,1372208400,0.15,0.15,2013-06-26,DIVIDEND
1058.KL,1403744400,0.1,0.1,2014-06-26,DIVIDEND
1058.KL,1432861200,0.1,0.1,2015-05-29,DIVIDEND
1058.KL,1464310800,0.09,0.09,2016-05-27,DIVIDEND
1058.KL,1498611600,0.105,0.105,2017-06-28,DIVIDEND
1066.KL,1372726800,0.1609,0.1609,2013-07-02,DIVIDEND
1066.KL,1381366800,0.06,0.06,2013-10-10,DIVIDEND
1066.KL,1403139600,0.103,0.103,2014-06-19,DIVIDEND
1066.KL,1427245200,0.06,0.06,2015-03-25,DIVIDEND
1066.KL,1460336400,0.12,0.12,2016-04-11,DIVIDEND
1066.KL,1473728400,0.05,0.05,2016-09-13,DIVIDEND
1066.KL,1494810000,0.07,0.07,2017-05-15,DIVIDEND
1066.KL,1506646800,0.05,0.05,2017-09-29,DIVIDEND
1082.KL,1370912400,0.23,0.23,2013-06-11,DIVIDEND
1082.KL,1386550800,0.13,0.13,2013-12-09,DIVIDEND
1082.KL,1402362000,0.25,0.25,2014-06-10,DIVIDEND
1082.KL,1418000400,0.13,0.13,2014-12-08,DIVIDEND
1082.KL,1433898000,0.25,0.25,2015-06-10,DIVIDEND
1082.KL,1448586000,0.13,0.13,2015-11-27,DIVIDEND
1082.KL,1465434000,0.25,0.25,2016-06-09,DIVIDEND
1082.KL,1480986000,0.13,0.13,2016-12-06,DIVIDEND
1082.KL,1496970000,0.25,0.25,2017-06-09,DIVIDEND
1082.KL,1513213200,0.13,0.13,2017-12-14,DIVIDEND
1147.KL,1473210000,0.005,0.005,2016-09-07,DIVIDEND
1155.KL,1366851600,0.37,0.37,2013-04-25,DIVIDEND
1155.KL,1379984400,0.065,0.065,2013-09-24,DIVIDEND
1155.KL,1398733200,0.35,0.35,2014-04-29,DIVIDEND
1155.KL,1411606800,0.24,0.24,2014-09-25,DIVIDEND
1155.KL,1429750800,0.33,0.33,2015-04-23,DIVIDEND
1155.KL,1444266000,0.24,0.24,2015-10-08,DIVIDEND
1155.KL,1462323600,0.3,0.3,2016-05-04,DIVIDEND
1155.KL,1474592400,0.2,0.2,2016-09-23,DIVIDEND
1155.KL,1493859600,0.22,0.22,2017-05-04,DIVIDEND
1155.KL,1506646800,0.23,0.23,2017-09-29,DIVIDEND
1163.KL,1373504400,0.065,0.065,2013-07-11,DIVIDEND
1163.KL,1405040400,0.025,0.025,2014-07-11,DIVIDEND
1163.KL,1421110800,0.05,0.05,2015-01-13,DIVIDEND
1163.KL,1464310800,0.065,0.065,2016-05-27,DIVIDEND
1163.KL,1485824400,0.09,0.09,2017-01-31,DIVIDEND
1163.KL,1516755600,0.12,0.12,2018-01-24,DIVIDEND
1163PA.KL,1373504400,0.078,0.078,2013-07-11,DIVIDEND
1163PA.KL,1405040400,0.03,0.03,2014-07-11,DIVIDEND
1163PA.KL,1421110800,0.06,0.06,2015-01-13,DIVIDEND
1163PA.KL,1464310800,0.078,0.078,2016-05-27,DIVIDEND
1163PA.KL,1485824400,0.108,0.108,2017-01-31,DIVIDEND
1163PA.KL,1516755600,0.14400000000000002,0.14400000000000002,2018-01-24,DIVIDEND
1171.KL,1368493200,0.09,0.09,2013-05-14,DIVIDEND
1171.KL,1383267600,0.05,0.05,2013-11-01,DIVIDEND
1171.KL,1399338000,0.05,0.05,2014-05-06,DIVIDEND
1171.KL,1430096400,0.1,0.1,2015-04-27,DIVIDEND
1171.KL,1463446800,0.03,0.03,2016-05-17,DIVIDEND
1171.KL,1495587600,0.03,0.03,2017-05-24,DIVIDEND
1198.KL,1370480400,0.03,0.03,2013-06-06,DIVIDEND
1198.KL,1395104400,0.03,0.03,2014-03-18,DIVIDEND
1198.KL,1404262800,0.03,0.03,2014-07-02,DIVIDEND
1198.KL,1429059600,0.03,0.03,2015-04-15,DIVIDEND
1198.KL,1442970000,0.03,0.03,2015-09-23,DIVIDEND
1198.KL,1457658000,0.03,0.03,2016-03-11,DIVIDEND
1198.KL,1474333200,0.03,0.03,2016-09-20,DIVIDEND
1198.KL,1489366800,0.06,0.06,2017-03-13,DIVIDEND
1198.KL,1506560400,0.03,0.03,2017-09-28,DIVIDEND
1295.KL,1361408400,0.3,0.3,2013-02-21,DIVIDEND
1295.KL,1375750800,0.22,0.22,2013-08-06,DIVIDEND
1295.KL,1392685200,0.3,0.3,2014-02-18,DIVIDEND
1295.KL,1407459600,0.23,0.23,2014-08-08,DIVIDEND
1295.KL,1424221200,0.31,0.31,2015-02-18,DIVIDEND
1295.KL,1439341200,0.24,0.24,2015-08-12,DIVIDEND
1295.KL,1455757200,0.32,0.32,2016-02-18,DIVIDEND
1295.KL,1470790800,0.26,0.26,2016-08-10,DIVIDEND
1295.KL,1487206800,0.32,0.32,2017-02-16,DIVIDEND
1295.KL,1502067600,0.27,0.27,2017-08-07,DIVIDEND
1368.KL,1372986000,0.1,0.1,2013-07-05,DIVIDEND
1368.KL,1404435600,0.1,0.1,2014-07-04,DIVIDEND
1368.KL,1433725200,0.05,0.05,2015-06-08,DIVIDEND
1368.KL,1457917200,0.15,0.15,2016-03-14,DIVIDEND
1368.KL,1496710800,0.07,0.07,2017-06-06,DIVIDEND
1368.KL,1504659600,0.08,0.08,2017-09-06,DIVIDEND
1481.KL,1373418000,0.005,0.005,2013-07-10,DIVIDEND
1481.KL,1404867600,0.0025,0.0025,2014-07-09,DIVIDEND
1481.KL,1440032400,0.0025,0.0025,2015-08-20,DIVIDEND
1481.KL,1469494800,0.0025,0.0025,2016-07-26,DIVIDEND
1481.KL,1501030800,0.0025,0.0025,2017-07-26,DIVIDEND
1503.KL,1382576400,0.02,0.02,2013-10-24,DIVIDEND
1503.KL,1413421200,0.02,0.02,2014-10-16,DIVIDEND
1503.KL,1447635600,0.02,0.02,2015-11-16,DIVIDEND
1503.KL,1479776400,0.02,0.02,2016-11-22,DIVIDEND
1503.KL,1509411600,0.02,0.02,2017-10-31,DIVIDEND
1538.KL,1380848400,0.028571,0.028571,2013-10-04,DIVIDEND
1538.KL,1411434000,0.04,0.04,2014-09-23,DIVIDEND
1538.KL,1442970000,0.05,0.05,2015-09-23,DIVIDEND
1538.KL,1473123600,0.02,0.02,2016-09-06,DIVIDEND
1538.KL,1504486800,0.03,0.03,2017-09-04,DIVIDEND
1538.KL,1504573200,0.03,0.03,2017-09-05,DIVIDEND
1562.KL,1365728400,0.08,0.08,2013-04-12,DIVIDEND
1562.KL,1373936400,0.04,0.04,2013-07-16,DIVIDEND
1562.KL,1380589200,0.04,0.04,2013-10-01,DIVIDEND
1562.KL,1389229200,0.06,0.06,2014-01-09,DIVIDEND
1562.KL,1405472400,0.07,0.07,2014-07-16,DIVIDEND
1562.KL,1412643600,0.055,0.055,2014-10-07,DIVIDEND
1562.KL,1422406800,0.06,0.06,2015-01-28,DIVIDEND
1562.KL,1428282000,0.05,0.05,2015-04-06,DIVIDEND
1562.KL,1436922000,0.05,0.05,2015-07-15,DIVIDEND
1562.KL,1444266000,0.025,0.025,2015-10-08,DIVIDEND
1562.KL,1453078800,0.05,0.05,2016-01-18,DIVIDEND
1562.KL,1460336400,0.04,0.04,2016-04-11,DIVIDEND
1562.KL,1468803600,0.05,0.05,2016-07-18,DIVIDEND
1562.KL,1475629200,0.04,0.04,2016-10-05,DIVIDEND
1562.KL,1483578000,0.04,0.04,2017-01-05,DIVIDEND
1562.KL,1491872400,0.03,0.03,2017-04-11,DIVIDEND
1562.KL,1500339600,0.03,0.03,2017-07-18,DIVIDEND
1562.KL,1507251600,0.04,0.04,2017-10-06,DIVIDEND
1562.KL,1516755600,0.04,0.04,2018-01-24,DIVIDEND
1619.KL,1364518800,0.015,0.015,2013-03-29,DIVIDEND
1619.KL,1379898000,0.005,0.005,2013-09-23,DIVIDEND
1619.KL,1396227600,0.015,0.015,2014-03-31,DIVIDEND
1619.KL,1412125200,0.045,0.045,2014-10-01,DIVIDEND
1619.KL,1427418000,0.015,0.015,2015-03-27,DIVIDEND
1619.KL,1441933200,0.045,0.045,2015-09-11,DIVIDEND
1619.KL,1475802000,0.02,0.02,2016-10-07,DIVIDEND
1619.KL,1504832400,0.01,0.01,2017-09-08,DIVIDEND
1651.KL,1370912400,0.004,0.004,2013-06-11,DIVIDEND
1651.KL,1403744400,0.01,0.01,2014-06-26,DIVIDEND
1651.KL,1435626000,0.025,0.025,2015-06-30,DIVIDEND
1651.KL,1453338000,0.025,0.025,2016-01-21,DIVIDEND
1651.KL,1500426000,0.0275,0.0275,2017-07-19,DIVIDEND
1651.KL,1500944400,0.0275,0.0275,2017-07-25,DIVIDEND
1724.KL,1370912400,0.05,0.05,2013-06-11,DIVIDEND
1724.KL,1378429200,0.025,0.025,2013-09-06,DIVIDEND
1724.KL,1402448400,0.055,0.055,2014-06-11,DIVIDEND
1724.KL,1409187600,0.025,0.025,2014-08-28,DIVIDEND
1724.KL,1433725200,0.05,0.05,2015-06-08,DIVIDEND
1724.KL,1441674000,0.025,0.025,2015-09-08,DIVIDEND
1724.KL,1464570000,0.0575,0.0575,2016-05-30,DIVIDEND
1724.KL,1473210000,0.025,0.025,2016-09-07,DIVIDEND
1724.KL,1496019600,0.06,0.06,2017-05-29,DIVIDEND
1724.KL,1504746000,0.025,0.025,2017-09-07,DIVIDEND
1783.KL,1366851600,0.1,0.1,2013-04-25,DIVIDEND
1783.KL,1398387600,0.1,0.1,2014-04-25,DIVIDEND
1783.KL,1429146000,0.12,0.12,2015-04-16,DIVIDEND
1783.KL,1459472400,0.12,0.12,2016-04-01,DIVIDEND
1783.KL,1488848400,0.12,0.12,2017-03-07,DIVIDEND
1818.KL,1364778000,0.135,0.135,2013-04-01,DIVIDEND
1818.KL,1375232400,0.16,0.16,2013-07-31,DIVIDEND
1818.KL,1396314000,0.16,0.16,2014-04-01,DIVIDEND
1818.KL,1406854800,0.16,0.16,2014-08-01,DIVIDEND
1818.KL,1427850000,0.18,0.18,2015-04-01,DIVIDEND
1818.KL,1438218000,0.165,0.165,2015-07-30,DIVIDEND
1818.KL,1459472400,0.18,0.18,2016-04-01,DIVIDEND
1818.KL,1470358800,0.17,0.17,2016-08-05,DIVIDEND
1818.KL,1491181200,0.17,0.17,2017-04-03,DIVIDEND
1818.KL,1502154000,0.2,0.2,2017-08-08,DIVIDEND
1899.KL,1361408400,0.5,0.5,2013-02-21,DIVIDEND
1899.KL,1374195600,0.15,0.15,2013-07-19,DIVIDEND
1899.KL,1392858000,0.4,0.4,2014-02-20,DIVIDEND
1899.KL,1405904400,0.15,0.15,2014-07-21,DIVIDEND
1899.KL,1424134800,0.45,0.45,2015-02-17,DIVIDEND
1899.KL,1424307600,0.45,0.45,2015-02-19,DIVIDEND
1899.KL,1437354000,0.15,0.15,2015-07-20,DIVIDEND
1899.KL,1456102800,0.35,0.35,2016-02-22,DIVIDEND
1899.KL,1468803600,0.15,0.15,2016-07-18,DIVIDEND
1899.KL,1487552400,0.4,0.4,2017-02-20,DIVIDEND
1899.KL,1500253200,0.15,0.15,2017-07-17,DIVIDEND
1899.KL,1519002000,0.45,0.45,2018-02-19,DIVIDEND
1929.KL,1357606800,0.13,0.13,2013-01-08,DIVIDEND
1929.KL,1376614800,0.13,0.13,2013-08-16,DIVIDEND
1929.KL,1386810000,0.13,0.13,2013-12-12,DIVIDEND
1929.KL,1407718800,0.12,0.12,2014-08-11,DIVIDEND
1929.KL,1421197200,0.08,0.08,2015-01-14,DIVIDEND
1929.KL,1439427600,0.08,0.08,2015-08-13,DIVIDEND
1929.KL,1453078800,0.08,0.08,2016-01-18,DIVIDEND
1929.KL,1470877200,0.08,0.08,2016-08-11,DIVIDEND
1929.KL,1484528400,0.09,0.09,2017-01-16,DIVIDEND
1929.KL,1502240400,0.1,0.1,2017-08-09,DIVIDEND
1929.KL,1516064400,0.1,0.1,2018-01-16,DIVIDEND
1961.KL,1362618000,0.07,0.07,2013-03-07,DIVIDEND
1961.KL,1378342800,0.085,0.085,2013-09-05,DIVIDEND
1961.KL,1394413200,0.08,0.08,2014-03-10,DIVIDEND
1961.KL,1405299600,0.12,0.12,2014-07-14,DIVIDEND
1961.KL,1425344400,0.045,0.045,2015-03-03,DIVIDEND
1961.KL,1441674000,0.045,0.045,2015-09-08,DIVIDEND
1961.KL,1457053200,0.035,0.035,2016-03-04,DIVIDEND
1961.KL,1473210000,0.045,0.045,2016-09-07,DIVIDEND
1961.KL,1488502800,0.045,0.045,2017-03-03,DIVIDEND
1961.KL,1503536400,0.05,0.05,2017-08-24,DIVIDEND
1996.KL,1482886800,0.01,0.01,2016-12-28,DIVIDEND
1996.KL,1514336400,0.01,0.01,2017-12-27,DIVIDEND
2038.KL,1371171600,0.04,0.04,2013-06-14,DIVIDEND
2038.KL,1386896400,0.05,0.05,2013-12-13,DIVIDEND
2038.KL,1402534800,0.05,0.05,2014-06-12,DIVIDEND
2038.KL,1418259600,0.04,0.04,2014-12-11,DIVIDEND
2038.KL,1434070800,0.03,0.03,2015-06-12,DIVIDEND
2038.KL,1449709200,0.03,0.03,2015-12-10,DIVIDEND
2038.KL,1465434000,0.03,0.03,2016-06-09,DIVIDEND
2038.KL,1481158800,0.03,0.03,2016-12-08,DIVIDEND
2038.KL,1496970000,0.03,0.03,2017-06-09,DIVIDEND
2038.KL,1513213200,0.03,0.03,2017-12-14,DIVIDEND
2054.KL,1369616400,0.22,0.22,2013-05-27,DIVIDEND
2054.KL,1402534800,0.01,0.01,2014-06-12,DIVIDEND
2054.KL,1431306000,0.015,0.015,2015-05-11,DIVIDEND
2054.KL,1468544400,0.012,0.012,2016-07-15,DIVIDEND
2054.KL,1498698000,0.004545,0.004545,2017-06-29,DIVIDEND
2062.KL,1385514000,0.025,0.025,2013-11-27,DIVIDEND
2062.KL,1416963600,0.025,0.025,2014-11-26,DIVIDEND
2062.KL,1448499600,0.055,0.055,2015-11-26,DIVIDEND
2062.KL,1480294800,0.02,0.02,2016-11-28,DIVIDEND
2062.KL,1511830800,0.015,0.015,2017-11-28,DIVIDEND
2089.KL,1368406800,0.3,0.3,2013-05-13,DIVIDEND
2089.KL,1386205200,0.25,0.25,2013-12-05,DIVIDEND
2089.KL,1398733200,0.225,0.225,2014-04-29,DIVIDEND
2089.KL,1417654800,0.2,0.2,2014-12-04,DIVIDEND
2089.KL,1430182800,0.2,0.2,2015-04-28,DIVIDEND
2089.KL,1449190800,0.2,0.2,2015-12-04,DIVIDEND
2089.KL,1461718800,0.2,0.2,2016-04-27,DIVIDEND
2089.KL,1480640400,0.2,0.2,2016-12-02,DIVIDEND
2089.KL,1493168400,0.2,0.2,2017-04-26,DIVIDEND
2089.KL,1511485200,0.2,0.2,2017-11-24,DIVIDEND
2135.KL,1372208400,0.03,0.03,2013-06-26,DIVIDEND
2135.KL,1403744400,0.03,0.03,2014-06-26,DIVIDEND
2135.KL,1435280400,0.03,0.03,2015-06-26,DIVIDEND
2135.KL,1467075600,0.04,0.04,2016-06-28,DIVIDEND
2135.KL,1498611600,0.04,0.04,2017-06-28,DIVIDEND
2143.KL,1362358800,0.484824,0.484824,2013-03-04,DIVIDEND
2186.KL,1386118800,0.001,0.001,2013-12-04,DIVIDEND
2186.KL,1418864400,0.001,0.001,2014-12-18,DIVIDEND
2186.KL,1451350800,0.001,0.001,2015-12-29,DIVIDEND
2186.KL,1480554000,0.001,0.001,2016-12-01,DIVIDEND
2186.KL,1511917200,0.0097,0.0097,2017-11-29,DIVIDEND
2194.KL,1369875600,0.045,0.045,2013-05-30,DIVIDEND
2194.KL,1401325200,0.03,0.03,2014-05-29,DIVIDEND
2194.KL,1434589200,0.035,0.035,2015-06-18,DIVIDEND
2194.KL,1466038800,0.038,0.038,2016-06-16,DIVIDEND
2194.KL,1497574800,0.04,0.04,2017-06-16,DIVIDEND
2216.KL,1370998800,0.07,0.07,2013-06-12,DIVIDEND
2216.KL,1402362000,0.07,0.07,2014-06-10,DIVIDEND
2216.KL,1435021200,0.06,0.06,2015-06-23,DIVIDEND
2216.KL,1466470800,0.05,0.05,2016-06-21,DIVIDEND
2216.KL,1498611600,0.07,0.07,2017-06-28,DIVIDEND
2224.KL,1377133200,0.03,0.03,2013-08-22,DIVIDEND
2224.KL,1408669200,0.03,0.03,2014-08-22,DIVIDEND
2224.KL,1440723600,0.03,0.03,2015-08-28,DIVIDEND
2224.KL,1472518800,0.025,0.025,2016-08-30,DIVIDEND
2224.KL,1506992400,0.025,0.025,2017-10-03,DIVIDEND
2291.KL,1372208400,0.055,0.055,2013-06-26,DIVIDEND
2291.KL,1380157200,0.0375,0.0375,2013-09-26,DIVIDEND
2291.KL,1411693200,0.03,0.03,2014-09-26,DIVIDEND
2291.KL,1435280400,0.04,0.04,2015-06-26,DIVIDEND
2291.KL,1443402000,0.025,0.025,2015-09-28,DIVIDEND
2291.KL,1467075600,0.03,0.03,2016-06-28,DIVIDEND
2291.KL,1475024400,0.02,0.02,2016-09-28,DIVIDEND
2291.KL,1496019600,0.08,0.08,2017-05-29,DIVIDEND
2291.KL,1496106000,0.08,0.08,2017-05-30,DIVIDEND
2291.KL,1505091600,0.055,0.055,2017-09-11,DIVIDEND
2305.KL,1374195600,0.12,0.12,2013-07-19,DIVIDEND
2305.KL,1404090000,0.35,0.35,2014-06-30,DIVIDEND
2305.KL,1438650000,0.32,0.32,2015-08-04,DIVIDEND
2305.KL,1470099600,0.1,0.1,2016-08-02,DIVIDEND
2305.KL,1496624400,0.05,0.05,2017-06-05,DIVIDEND
2445.KL,1361408400,0.5,0.5,2013-02-21,DIVIDEND
2445.KL,1374195600,0.15,0.15,2013-07-19,DIVIDEND
2445.KL,1392858000,0.35,0.35,2014-02-20,DIVIDEND
2445.KL,1405558800,0.15,0.15,2014-07-17,DIVIDEND
2445.KL,1424134800,0.4,0.4,2015-02-17,DIVIDEND
2445.KL,1436922000,0.15,0.15,2015-07-15,DIVIDEND
2445.KL,1456102800,0.3,0.3,2016-02-22,DIVIDEND
2445.KL,1468458000,0.15,0.15,2016-07-14,DIVIDEND
2445.KL,1487552400,0.35,0.35,2017-02-20,DIVIDEND
2445.KL,1499907600,0.15,0.15,2017-07-13,DIVIDEND
2445.KL,1519002000,0.35,0.35,2018-02-19,DIVIDEND
2453.KL,1386118800,0.01,0.01,2013-12-04,DIVIDEND
2453.KL,1418864400,0.01,0.01,2014-12-18,DIVIDEND
2453.KL,1451350800,0.01,0.01,2015-12-29,DIVIDEND
2453.KL,1480554000,0.01,0.01,2016-12-01,DIVIDEND
2453.KL,1511917200,0.01,0.01,2017-11-29,DIVIDEND
2488.KL,1361149200,0.1,0.1,2013-02-18,DIVIDEND
2488.KL,1374714000,0.075,0.075,2013-07-25,DIVIDEND
2488.KL,1387242000,0.115,0.115,2013-12-17,DIVIDEND
2488.KL,1418259600,0.09,0.09,2014-12-11,DIVIDEND
2488.KL,1433984400,0.064,0.064,2015-06-11,DIVIDEND
2488.KL,1449795600,0.08,0.08,2015-12-11,DIVIDEND
2488.KL,1465779600,0.065,0.065,2016-06-13,DIVIDEND
2488.KL,1481677200,0.085,0.085,2016-12-14,DIVIDEND
2488.KL,1497402000,0.075,0.075,2017-06-14,DIVIDEND
2488.KL,1513299600,0.085,0.085,2017-12-15,DIVIDEND
2542.KL,1371603600,0.1,0.1,2013-06-19,DIVIDEND
2542.KL,1386205200,0.1,0.1,2013-12-05,DIVIDEND
2542.KL,1403053200,0.1,0.1,2014-06-18,DIVIDEND
2542.KL,1450659600,0.06,0.06,2015-12-21,DIVIDEND
2542.KL,1484096400,0.06,0.06,2017-01-11,DIVIDEND
2542.KL,1514336400,0.08,0.08,2017-12-27,DIVIDEND
2569.KL,1386118800,0.02,0.02,2013-12-04,DIVIDEND
2569.KL,1418864400,0.02,0.02,2014-12-18,DIVIDEND
2569.KL,1451350800,0.02,0.02,2015-12-29,DIVIDEND
2569.KL,1480554000,0.02,0.02,2016-12-01,DIVIDEND
2569.KL,1511917200,0.02,0.02,2017-11-29,DIVIDEND
2593.KL,1357693200,0.1,0.1,2013-01-09,DIVIDEND
2593.KL,1373936400,0.11,0.11,2013-07-16,DIVIDEND
2593.KL,1389142800,0.1,0.1,2014-01-08,DIVIDEND
2593.KL,1406768400,0.11,0.11,2014-07-31,DIVIDEND
2593.KL,1406854800,0.11,0.11,2014-08-01,DIVIDEND
2593.KL,1421629200,0.08,0.08,2015-01-19,DIVIDEND
2593.KL,1438304400,0.08,0.08,2015-07-31,DIVIDEND
2593.KL,1452819600,0.08,0.08,2016-01-15,DIVIDEND
2593.KL,1470013200,0.08,0.08,2016-08-01,DIVIDEND
2593.KL,1483923600,0.08,0.08,2017-01-09,DIVIDEND
2593.KL,1500858000,0.12,0.12,2017-07-24,DIVIDEND
2593.KL,1516755600,0.06,0.06,2018-01-24,DIVIDEND
2607.KL,1362013200,0.0146,0.0146,2013-02-28,DIVIDEND
2607.KL,1399856400,0.002,0.002,2014-05-12,DIVIDEND
2607.KL,1432170000,0.002,0.002,2015-05-21,DIVIDEND
2607.KL,1463360400,0.002,0.002,2016-05-16,DIVIDEND
2607.KL,1496106000,0.002,0.002,2017-05-30,DIVIDEND
2658.KL,1380675600,0.2,0.2,2013-10-02,DIVIDEND
2658.KL,1412211600,0.185,0.185,2014-10-02,DIVIDEND
2658.KL,1443661200,0.2,0.2,2015-10-01,DIVIDEND
2658.KL,1475110800,0.3375,0.3375,2016-09-29,DIVIDEND
2658.KL,1504054800,0.42,0.42,2017-08-30,DIVIDEND
2674.KL,1405990800,0.05,0.05,2014-07-22,DIVIDEND
2674.KL,1438563600,0.05,0.05,2015-08-03,DIVIDEND
2755.KL,1388106000,0.015,0.015,2013-12-27,DIVIDEND
2755.KL,1432774800,0.05,0.05,2015-05-28,DIVIDEND
2755.KL,1451955600,0.015,0.015,2016-01-05,DIVIDEND
2771.KL,1363222800,0.075,0.075,2013-03-14,DIVIDEND
2771.KL,1371085200,0.075,0.075,2013-06-13,DIVIDEND
2771.KL,1378861200,0.075,0.075,2013-09-11,DIVIDEND
2771.KL,1387242000,0.075,0.075,2013-12-17,DIVIDEND
2771.KL,1394672400,0.075,0.075,2014-03-13,DIVIDEND
2771.KL,1402534800,0.075,0.075,2014-06-12,DIVIDEND
2771.KL,1410397200,0.075,0.075,2014-09-11,DIVIDEND
2771.KL,1418346000,0.06,0.06,2014-12-12,DIVIDEND
2771.KL,1426554000,0.05,0.05,2015-03-17,DIVIDEND
2771.KL,1434330000,0.05,0.05,2015-06-15,DIVIDEND
2771.KL,1442278800,0.05,0.05,2015-09-15,DIVIDEND
2771.KL,1450746000,0.06,0.06,2015-12-22,DIVIDEND
2771.KL,1459213200,0.04,0.04,2016-03-29,DIVIDEND
2771.KL,1465347600,0.05,0.05,2016-06-08,DIVIDEND
2771.KL,1473382800,0.04,0.04,2016-09-09,DIVIDEND
2771.KL,1481590800,0.05,0.05,2016-12-13,DIVIDEND
2771.KL,1489453200,0.035,0.035,2017-03-14,DIVIDEND
2771.KL,1497315600,0.025,0.025,2017-06-13,DIVIDEND
2771.KL,1505350800,0.03,0.03,2017-09-14,DIVIDEND
2771.KL,1513213200,0.03,0.03,2017-12-14,DIVIDEND
2828.KL,1477357200,0.05,0.05,2016-10-25,DIVIDEND
2828.KL,1509066000,0.08,0.08,2017-10-27,DIVIDEND
2836.KL,1380070800,0.05,0.05,2013-09-25,DIVIDEND
2836.KL,1411520400,0.05,0.05,2014-09-24,DIVIDEND
2836.KL,1442883600,0.05,0.05,2015-09-22,DIVIDEND
2836.KL,1474419600,0.05,0.05,2016-09-21,DIVIDEND
2836.KL,1505782800,0.1,0.1,2017-09-19,DIVIDEND
2852.KL,1370394000,0.12,0.12,2013-06-05,DIVIDEND
2852.KL,1379552400,0.05,0.05,2013-09-19,DIVIDEND
2852.KL,1401843600,0.12,0.12,2014-06-04,DIVIDEND
2852.KL,1411520400,0.015,0.015,2014-09-24,DIVIDEND
2852.KL,1431478800,0.07,0.07,2015-05-13,DIVIDEND
2852.KL,1442797200,0.015,0.015,2015-09-21,DIVIDEND
2852.KL,1462928400,0.03,0.03,2016-05-11,DIVIDEND
2852.KL,1494291600,0.063,0.063,2017-05-09,DIVIDEND
2879.KL,1372381200,0.0575,0.0575,2013-06-28,DIVIDEND
2879.KL,1382922000,0.0215,0.0215,2013-10-28,DIVIDEND
2879.KL,1419814800,0.025,0.025,2014-12-29,DIVIDEND
2879.KL,1442192400,0.025,0.025,2015-09-14,DIVIDEND
2879.KL,1463533200,0.025,0.025,2016-05-18,DIVIDEND
2879.KL,1477616400,0.025,0.025,2016-10-28,DIVIDEND
2879.KL,1494810000,0.025,0.025,2017-05-15,DIVIDEND
2925.KL,1461718800,0.05,0.05,2016-04-27,DIVIDEND
2925.KL,1493168400,0.05,0.05,2017-04-26,DIVIDEND
2984.KL,1386810000,0.032,0.032,2013-12-12,DIVIDEND
2984.KL,1418346000,0.028,0.028,2014-12-12,DIVIDEND
2984.KL,1450054800,0.025,0.025,2015-12-14,DIVIDEND
2984.KL,1483405200,0.025,0.025,2017-01-03,DIVIDEND
2984.KL,1515459600,0.04,0.04,2018-01-09,DIVIDEND
3026.KL,1366938000,0.5,0.5,2013-04-26,DIVIDEND
3026.KL,1386723600,0.5,0.5,2013-12-11,DIVIDEND
3026.KL,1398387600,0.5,0.5,2014-04-25,DIVIDEND
3026.KL,1418173200,0.5,0.5,2014-12-10,DIVIDEND
3026.KL,1429837200,0.5,0.5,2015-04-24,DIVIDEND
3026.KL,1448931600,0.5,0.5,2015-12-01,DIVIDEND
3026.KL,1461632400,0.5,0.5,2016-04-26,DIVIDEND
3026.KL,1481590800,0.5,0.5,2016-12-13,DIVIDEND
3026.KL,1490749200,0.5,0.5,2017-03-29,DIVIDEND
3026.KL,1513126800,0.5,0.5,2017-12-13,DIVIDEND
3034.KL,1363136400,0.06,0.06,2013-03-13,DIVIDEND
3034.KL,1374195600,0.08,0.08,2013-07-19,DIVIDEND
3034.KL,1390525200,0.08,0.08,2014-01-24,DIVIDEND
3034.KL,1404349200,0.1,0.1,2014-07-03,DIVIDEND
3034.KL,1418000400,0.15,0.15,2014-12-08,DIVIDEND
3034.KL,1433725200,0.1,0.1,2015-06-08,DIVIDEND
3034.KL,1449450000,0.1,0.1,2015-12-07,DIVIDEND
3034.KL,1465347600,0.15,0.15,2016-06-08,DIVIDEND
3034.KL,1480986000,0.2,0.2,2016-12-06,DIVIDEND
3034.KL,1497315600,0.15,0.15,2017-06-13,DIVIDEND
3034.KL,1512522000,0.2,0.2,2017-12-06,DIVIDEND
3042.KL,1370307600,0.14,0.14,2013-06-04,DIVIDEND
3042.KL,1402275600,0.14,0.14,2014-06-09,DIVIDEND
3042.KL,1465347600,0.2,0.2,2016-06-08,DIVIDEND
3042.KL,1497574800,0.22,0.22,2017-06-16,DIVIDEND
3069.KL,1372208400,0.041,0.041,2013-06-26,DIVIDEND
3069.KL,1379466000,0.03,0.03,2013-09-18,DIVIDEND
3069.KL,1403744400,0.045,0.045,2014-06-26,DIVIDEND
3069.KL,1410915600,0.03,0.03,2014-09-17,DIVIDEND
3069.KL,1434675600,0.05,0.05,2015-06-19,DIVIDEND
